year,country_code,country_code_letter,HDI_value,dollar_per_capita
2014,562,NER,0.363,1.22
2015,562,NER,0.367,0.97
2016,562,NER,0.372,0.0
2017,562,NER,0.377,0.0
2018,562,NER,0.383,0.0
2019,562,NER,0.39,0.21
2020,562,NER,0.391,0.0
2013,566,NGA,0.504,1.14
2015,566,NGA,0.52,0.0
2016,566,NGA,0.526,0.0
2017,566,NGA,0.528,0.0
2018,566,NGA,0.53,0.0
2019,566,NGA,0.537,0.0
2013,558,NIC,0.631,3.15
2014,558,NIC,0.638,1.6
2015,558,NIC,0.644,0.85
2016,558,NIC,0.65,0.61
2017,558,NIC,0.656,0.45
2018,558,NIC,0.658,0.57
2019,558,NIC,0.661,0.4
2020,558,NIC,0.652,0.31
2013,528,NLD,0.929,44.33
2014,528,NLD,0.931,45.0
2015,528,NLD,0.932,31.51
2016,528,NLD,0.933,28.66
2017,528,NLD,0.936,32.05
2018,528,NLD,0.939,41.03
2019,528,NLD,0.941,40.55
2020,528,NLD,0.938,37.29
2013,579,NOR,0.945,0.11
2014,579,NOR,0.949,0.15
2015,579,NOR,0.952,0.06
2016,579,NOR,0.956,0.16
2017,579,NOR,0.959,0.13
2018,579,NOR,0.96,0.19
2019,579,NOR,0.961,0.19
2020,579,NOR,0.963,0.17
2013,524,NPL,0.563,0.0
2014,524,NPL,0.567,0.01
2015,524,NPL,0.568,0.0
2016,524,NPL,0.574,0.01
2017,524,NPL,0.581,0.01
2018,524,NPL,0.588,0.01
2019,524,NPL,0.598,0.01
2020,524,NPL,0.593,0.0
2013,554,NZL,0.93,5.19
2014,554,NZL,0.931,9.7
2015,554,NZL,0.933,3.1
2016,554,NZL,0.935,4.12
2017,554,NZL,0.935,2.89
2018,554,NZL,0.936,2.71
2019,554,NZL,0.937,3.11
2020,554,NZL,0.935,0.85
2013,512,OMN,0.814,4.04
2014,512,OMN,0.818,1.32
2015,512,OMN,0.824,4.16
2016,512,OMN,0.832,13.22
2017,512,OMN,0.833,1.17
2018,512,OMN,0.838,1.76
2019,512,OMN,0.841,1.81
2020,512,OMN,0.823,2.52
2013,586,PAK,0.51,10.33
2014,586,PAK,0.519,10.32
2015,586,PAK,0.525,8.94
2016,586,PAK,0.533,7.8
2017,586,PAK,0.534,7.84
2018,586,PAK,0.535,10.25
2019,586,PAK,0.537,10.26
2020,586,PAK,0.536,9.01
2013,591,PAN,0.794,0.1
2014,591,PAN,0.797,0.04
2015,591,PAN,0.802,0.03
2016,591,PAN,0.809,0.12
2017,591,PAN,0.814,1.23
2018,591,PAN,0.817,0.52
2019,591,PAN,0.82,0.08
2020,591,PAN,0.809,0.24
2013,604,PER,0.749,4.97
2014,604,PER,0.754,7.34
2015,604,PER,0.758,5.47
2016,604,PER,0.764,4.21
2017,604,PER,0.765,4.63
2018,604,PER,0.77,4.76
2019,604,PER,0.774,5.7
2020,604,PER,0.758,5.51
2013,608,PHL,0.689,0.06
2014,608,PHL,0.693,0.06
2015,608,PHL,0.696,0.06
2016,608,PHL,0.696,0.01
2017,608,PHL,0.7,0.02
2018,608,PHL,0.706,0.01
2019,608,PHL,0.714,0.02
2020,608,PHL,0.705,0.05
2014,585,PLW,0.777,0.0
2019,598,PNG,0.562,0.0
2020,598,PNG,0.567,0.01
2013,616,POL,0.865,29.28
2014,616,POL,0.867,35.12
2015,616,POL,0.869,33.23
2016,616,POL,0.872,30.64
2017,616,POL,0.874,24.95
2018,616,POL,0.876,25.3
2019,616,POL,0.88,24.25
2020,616,POL,0.874,52.01
2013,620,PRT,0.842,3.52
2014,620,PRT,0.847,8.67
2015,620,PRT,0.85,5.21
2016,620,PRT,0.851,6.84
2017,620,PRT,0.857,7.98
2018,620,PRT,0.858,13.35
2019,620,PRT,0.864,10.43
2020,620,PRT,0.861,9.49
2013,600,PRY,0.729,129.75
2014,600,PRY,0.731,101.27
2015,600,PRY,0.738,118.12
2016,600,PRY,0.736,109.42
2017,600,PRY,0.739,78.75
2018,600,PRY,0.742,81.89
2019,600,PRY,0.746,109.05
2020,600,PRY,0.742,102.89
2013,275,PSE,0.704,2.7
2014,275,PSE,0.698,2.45
2015,275,PSE,0.71,1.57
2016,275,PSE,0.715,1.99
2017,275,PSE,0.718,1.36
2018,275,PSE,0.722,1.21
2019,275,PSE,0.739,0.81
2020,275,PSE,0.715,0.88
2016,258,PYF,,0.0
2019,258,PYF,,0.79
2013,634,QAT,0.852,0.52
2014,634,QAT,0.85,0.48
2015,634,QAT,0.852,0.17
2016,634,QAT,0.853,0.19
2017,634,QAT,0.862,0.14
2018,634,QAT,0.866,0.12
2019,634,QAT,0.869,0.03
2020,634,QAT,0.863,0.19
2013,642,ROU,0.811,132.66
2014,642,ROU,0.811,132.54
2015,642,ROU,0.813,112.33
2016,642,ROU,0.815,118.09
2017,642,ROU,0.823,114.72
2018,642,ROU,0.829,130.87
2019,642,ROU,0.834,149.57
2020,642,ROU,0.828,126.99
2013,643,RUS,0.816,33.05
2014,643,RUS,0.818,49.13
2015,643,RUS,0.823,39.08
2016,643,RUS,0.826,38.67
2017,643,RUS,0.827,51.56
2018,643,RUS,0.836,71.92
2019,643,RUS,0.839,54.51
2020,643,RUS,0.826,64.31
2013,646,RWA,0.502,1.35
2014,646,RWA,0.507,1.33
2015,646,RWA,0.509,1.69
2016,646,RWA,0.518,2.2
2017,646,RWA,0.52,2.62
2018,646,RWA,0.522,2.62
2019,646,RWA,0.531,2.53
2020,646,RWA,0.535,2.62
2013,682,SAU,0.831,0.56
2014,682,SAU,0.836,0.39
2015,682,SAU,0.842,0.35
2016,682,SAU,0.846,0.33
2017,682,SAU,0.849,0.55
2018,682,SAU,0.856,0.4
2019,682,SAU,0.862,0.27
2020,682,SAU,0.861,0.17
2013,729,SDN,0.503,0.2
2014,729,SDN,0.511,0.15
2015,729,SDN,0.514,0.0
2016,729,SDN,0.517,0.74
2017,729,SDN,0.52,2.64
2018,729,SDN,0.52,0.63
2013,686,SEN,0.497,2.88
2014,686,SEN,0.501,2.94
2015,686,SEN,0.501,2.62
2016,686,SEN,0.51,3.08
2017,686,SEN,0.511,2.08
2018,686,SEN,0.515,2.92
2019,686,SEN,0.514,3.23
2020,686,SEN,0.514,1.57
2013,702,SGP,0.93,13.04
2014,702,SGP,0.932,15.54
2015,702,SGP,0.935,11.5
2016,702,SGP,0.937,6.78
2017,702,SGP,0.938,6.99
2018,702,SGP,0.942,4.45
2019,702,SGP,0.945,6.59
2020,702,SGP,0.942,8.35
2013,90,SLB,0.563,0.17
2014,90,SLB,0.562,0.25
2015,90,SLB,0.562,0.03
2016,90,SLB,0.564,0.02
2017,90,SLB,0.566,0.8
2014,694,SLE,0.447,0.0
2015,694,SLE,0.438,0.01
2016,694,SLE,0.446,0.0
2017,694,SLE,0.448,0.0
2018,694,SLE,0.454,0.0
2013,222,SLV,0.664,2.75
2014,222,SLV,0.663,1.69
2015,222,SLV,0.663,4.01
2016,222,SLV,0.664,1.39
2017,222,SLV,0.667,0.3
2018,222,SLV,0.673,0.35
2019,222,SLV,0.676,0.51
2020,222,SLV,0.666,0.4
2013,688,SRB,0.785,67.93
2014,688,SRB,0.787,84.84
2015,688,SRB,0.794,68.56
2016,688,SRB,0.8,72.62
2017,688,SRB,0.802,54.87
2018,688,SRB,0.808,70.61
2019,688,SRB,0.812,90.5
2020,688,SRB,0.806,114.54
2014,678,STP,0.584,1.01
2015,678,STP,0.595,0.0
2013,740,SUR,0.7,69.7
2014,740,SUR,0.701,89.8
2015,740,SUR,0.707,17.77
2016,740,SUR,0.709,28.62
2017,740,SUR,0.71,51.14
2018,740,SUR,0.714,28.62
2019,740,SUR,0.71,38.03
2020,740,SUR,0.702,44.77
2013,703,SVK,0.849,63.57
2014,703,SVK,0.851,70.75
2015,703,SVK,0.852,69.71
2016,703,SVK,0.855,71.4
2017,703,SVK,0.857,70.77
2018,703,SVK,0.86,60.58
2019,703,SVK,0.863,58.82
2020,703,SVK,0.86,84.8
2013,705,SVN,0.901,21.81
2014,705,SVN,0.903,17.68
2015,705,SVN,0.903,19.08
2016,705,SVN,0.909,18.66
2017,705,SVN,0.912,28.26
2018,705,SVN,0.916,29.54
2019,705,SVN,0.918,32.91
2020,705,SVN,0.91,38.59
2013,752,SWE,0.932,27.16
2014,752,SWE,0.935,44.34
2015,752,SWE,0.937,41.26
2016,752,SWE,0.939,34.6
2017,752,SWE,0.941,29.65
2018,752,SWE,0.943,20.7
2019,752,SWE,0.947,22.18
2020,752,SWE,0.944,38.2
2013,748,SWZ,0.546,0.61
2014,748,SWZ,0.56,0.56
2015,748,SWZ,0.577,0.2
2016,748,SWZ,0.59,0.32
2017,748,SWZ,0.601,0.34
2018,748,SWZ,0.613,0.26
2019,748,SWZ,0.623,0.23
2020,748,SWZ,0.622,0.06
2015,690,SYC,0.797,0.13
2016,690,SYC,0.798,0.08
2017,690,SYC,0.798,0.06
2018,690,SYC,0.804,0.0
2020,690,SYC,0.799,0.27
2013,768,TGO,0.495,0.03
2014,768,TGO,0.502,0.19
2015,768,TGO,0.51,0.05
2016,768,TGO,0.515,0.01
2017,768,TGO,0.522,0.06
2018,768,TGO,0.528,0.01
2019,768,TGO,0.536,0.03
2020,768,TGO,0.54,0.05
2013,764,THA,0.754,66.23
2014,764,THA,0.785,81.6
2015,764,THA,0.789,66.8
2016,764,THA,0.793,65.05
2017,764,THA,0.795,75.61
2018,764,THA,0.796,80.53
2019,764,THA,0.801,59.91
2020,764,THA,0.8,53.17
2016,762,TJK,0.655,0.02
2017,762,TJK,0.659,0.01
2018,762,TJK,0.664,0.01
2019,762,TJK,0.668,0.01
2020,762,TJK,0.656,0.01
2017,626,TLS,0.614,0.0
2018,626,TLS,0.616,0.0
2013,776,TON,0.719,0.0
2013,780,TTO,0.801,0.92
2014,780,TTO,0.806,0.77
2015,780,TTO,0.812,1.23
2016,780,TTO,0.81,2.36
2017,780,TTO,0.811,1.3
2018,780,TTO,0.809,0.85
2019,780,TTO,0.813,0.48
2020,780,TTO,0.815,1.78
2013,788,TUN,0.719,0.0
2014,788,TUN,0.721,0.33
2015,788,TUN,0.724,0.61
2016,788,TUN,0.728,0.08
2017,788,TUN,0.732,0.02
2018,788,TUN,0.737,0.25
2019,788,TUN,0.74,0.02
2020,788,TUN,0.734,0.01
2013,792,TUR,0.802,4.21
2014,792,TUR,0.812,4.06
2015,792,TUR,0.821,4.53
2016,792,TUR,0.826,5.76
2017,792,TUR,0.833,5.61
2018,792,TUR,0.838,4.67
2019,792,TUR,0.842,4.18
2020,792,TUR,0.835,3.48
2013,834,TZA,0.504,0.83
2014,834,TZA,0.506,2.9
2015,834,TZA,0.507,0.6
2016,834,TZA,0.509,0.43
2017,834,TZA,0.517,0.49
2018,834,TZA,0.525,1.28
2019,834,TZA,0.533,1.36
2020,834,TZA,0.535,2.85
2013,800,UGA,0.511,2.6
2014,800,UGA,0.518,2.66
2015,800,UGA,0.525,3.79
2016,800,UGA,0.531,3.72
2017,800,UGA,0.534,4.56
2018,800,UGA,0.539,4.62
2019,800,UGA,0.544,2.79
2020,800,UGA,0.545,2.3
2013,804,UKR,0.774,138.13
2014,804,UKR,0.774,142.35
2015,804,UKR,0.764,132.3
2016,804,UKR,0.767,133.15
2017,804,UKR,0.771,143.1
2018,804,UKR,0.771,160.16
2019,804,UKR,0.774,214.28
2020,804,UKR,0.762,210.78
2013,858,URY,0.802,266.96
2014,858,URY,0.805,258.23
2015,858,URY,0.807,149.85
2016,858,URY,0.811,160.74
2017,858,URY,0.815,155.6
2018,858,URY,0.815,120.53
2019,858,URY,0.818,135.31
2020,858,URY,0.82,164.39
2013,842,USA,0.922,64.1
2014,842,USA,0.923,71.57
2015,842,USA,0.924,58.42
2016,842,USA,0.926,58.39
2017,842,USA,0.928,56.93
2018,842,USA,0.93,64.01
2019,842,USA,0.933,51.12
2020,842,USA,0.923,58.34
2017,860,UZB,0.714,1.67
2018,860,UZB,0.719,0.64
2019,860,UZB,0.725,0.82
2020,860,UZB,0.716,0.48
2013,670,VCT,0.766,34.17
2014,670,VCT,0.772,30.49
2015,670,VCT,0.777,27.87
2016,670,VCT,0.783,23.0
2017,670,VCT,0.789,22.33
2018,670,VCT,0.793,14.96
2019,670,VCT,0.789,5.17
2020,670,VCT,0.785,1.63
2013,862,VEN,0.771,0.0
2013,704,VNM,0.689,32.45
2014,704,VNM,0.693,32.38
2015,704,VNM,0.697,30.43
2016,704,VNM,0.702,23.2
2017,704,VNM,0.706,27.98
2018,704,VNM,0.711,27.83
2019,704,VNM,0.717,25.71
2020,704,VNM,0.726,29.88
2013,882,WSM,0.704,0.3
2014,882,WSM,0.707,0.08
2017,882,WSM,0.714,0.13
2018,882,WSM,0.713,0.27
2019,882,WSM,0.712,0.19
2013,887,YEM,0.496,0.14
2014,887,YEM,0.485,0.26
2015,887,YEM,0.455,0.57
2018,887,YEM,0.427,0.08
2019,887,YEM,0.43,0.0
2013,710,ZAF,0.705,17.21
2014,710,ZAF,0.714,14.46
2015,710,ZAF,0.721,6.85
2016,710,ZAF,0.711,7.76
2017,710,ZAF,0.725,10.09
2018,710,ZAF,0.731,9.48
2019,710,ZAF,0.741,6.72
2020,710,ZAF,0.722,11.62
2013,894,ZMB,0.554,10.5
2014,894,ZMB,0.557,4.92
2015,894,ZMB,0.563,13.4
2016,894,ZMB,0.564,11.31
2017,894,ZMB,0.568,5.78
2018,894,ZMB,0.571,2.57
2019,894,ZMB,0.574,2.12
2020,894,ZMB,0.569,2.24
2013,716,ZWE,0.532,0.15
2014,716,ZWE,0.539,0.09
2015,716,ZWE,0.544,0.13
2016,716,ZWE,0.547,0.15
2017,716,ZWE,0.552,0.69
2018,716,ZWE,0.564,0.22
2019,716,ZWE,0.56,0.23
2020,716,ZWE,0.554,0.55
