year,country_code,country_code_letter,dollar_value,HDI_value,population
2014,56,BEL,578965834.1,0.922,11209057
2015,56,BEL,487781707.2,0.924,11274196
2016,56,BEL,458380913.4,0.927,11331422
2017,56,BEL,484642495.5,0.931,11375158
2018,56,BEL,598523767.2,0.933,11427054
2019,56,BEL,500465607.7,0.936,11488980
2020,56,BEL,577271404.4,0.93,11538604
2021,56,BEL,603704886.2,0.938,
2022,56,BEL,582921801.7,0.942,
2023,56,BEL,517818410.8,,
2013,204,BEN,14950602.0,0.503,10708834
2014,204,BEN,7813805.0,0.506,11030004
2015,204,BEN,183437.534,0.509,11360681
2016,204,BEN,52019.863,0.508,11697842
2017,204,BEN,45552.271,0.505,12039780
2018,204,BEN,210309.671,0.506,12383347
2019,204,BEN,524562.939,0.506,12726755
2020,204,BEN,187135.5,0.501,13070169
2021,204,BEN,237427.646,0.502,
2022,204,BEN,1108215.478,0.504,
2023,204,BEN,3760034.421,,
2013,854,BFA,9664157.59,0.399,17695409
2014,854,BFA,15345508.18,0.403,18229461
2015,854,BFA,12898489.03,0.413,18777487
2016,854,BFA,5126126.0,0.422,19334856
2017,854,BFA,17833129.19,0.432,19894407
2018,854,BFA,2963431.509,0.443,20438288
2019,854,BFA,8152247.834,0.446,20961952
2020,854,BFA,27933607.12,0.446,21478690
2021,854,BFA,3969400.881,0.445,
2022,854,BFA,260329.923,0.438,
2023,854,BFA,1858266.765,,
2013,50,BGD,3772745.0,0.577,156532141
2015,50,BGD,6048132.0,0.604,159383179
2013,100,BGR,1579626206.0,0.804,7160005
2014,100,BGR,1231610943.0,0.807,7073572
2015,100,BGR,973494673.0,0.809,6984225
2016,100,BGR,1140768052.0,0.81,6894139
2017,100,BGR,1055763647.0,0.81,6803468
2018,100,BGR,1226417494.0,0.811,6710798
2019,100,BGR,1515460212.0,0.813,6616726
2020,100,BGR,1335207708.0,0.802,6550696
2021,100,BGR,1979647950.0,0.796,
2022,100,BGR,1979038854.0,0.799,
2023,100,BGR,2300940796.0,,
2013,48,BHR,582784.0,0.839,1253191
2014,48,BHR,441510.0,0.839,1314562
2015,48,BHR,1148684.054,0.859,1370322
2016,48,BHR,905951.111,0.862,1423726
2017,48,BHR,449721.638,0.867,1501116
2018,48,BHR,754006.526,0.88,1503091
2019,48,BHR,1074210.56,0.888,1483756
2020,48,BHR,5159007.36,0.884,1472204
2021,48,BHR,1307924.703,0.884,
2022,48,BHR,1837986.776,0.888,
2023,48,BHR,601601.905,,
2013,44,BHS,98621.0,0.804,378953
2014,44,BHS,4150.0,0.807,382298
2015,44,BHS,26659.0,0.807,385346
2016,44,BHS,870.0,0.809,388055
2017,44,BHS,221.0,0.812,390485
2018,44,BHS,995.95,0.814,392717
2019,44,BHS,26377.907,0.802,394675
2021,44,BHS,30.0,0.799,
2022,44,BHS,600.0,0.82,
2023,44,BHS,1805.0,,
2013,70,BIH,13782464.0,0.745,3610859
2014,70,BIH,24843997.0,0.751,3564829
2015,70,BIH,19509582.0,0.757,3518541
2016,70,BIH,29366484.0,0.767,3473003
2017,70,BIH,14200145.9,0.77,3428682
2018,70,BIH,14234400.79,0.774,3387000
2019,70,BIH,5975849.64,0.78,3345533
2020,70,BIH,10547872.76,0.776,3299349
2021,70,BIH,14483277.6,0.776,
2022,70,BIH,9124707.23,0.779,
2023,70,BIH,8770907.998,,
2013,112,BLR,1191300.0,0.806,9443211
2014,112,BLR,1033300.0,0.81,9448515
2015,112,BLR,7331000.0,0.809,9461076
2016,112,BLR,22673400.0,0.809,9469379
2017,112,BLR,461000.0,0.811,9458989
2018,112,BLR,2621400.0,0.812,9438785
2019,112,BLR,2855200.0,0.81,9419758
2020,112,BLR,16112800.0,0.8,9379952
2021,112,BLR,27119800.0,0.801,
2013,84,BLZ,784331.0,0.721,341627
2014,84,BLZ,27738.0,0.716,348923
2015,84,BLZ,84440.0,0.714,356333
2016,84,BLZ,1267786.0,0.72,364705
2017,84,BLZ,2781986.0,0.716,373202
2018,84,BLZ,2566439.26,0.715,380226
2019,84,BLZ,938702.595,0.718,385829
2020,84,BLZ,730745.94,0.705,390812
2021,84,BLZ,1528565.98,0.698,
2022,84,BLZ,2790360.85,0.7,
2023,84,BLZ,1661681.92,,
2013,60,BMU,596.0,,63574
2014,60,BMU,251.0,,63529
2015,60,BMU,973.0,,63464
2016,60,BMU,564.0,,63449
2017,60,BMU,1292.24,,63578
2018,60,BMU,1019.23,,63831
2019,60,BMU,1803.98,,64107
2020,60,BMU,345.88,,64382
2021,60,BMU,127.9,,
2022,60,BMU,2683.6,,
2013,68,BOL,171708121.7,0.681,10682608
2014,68,BOL,205130271.3,0.683,10848888
2015,68,BOL,136732585.3,0.688,11014705
2016,68,BOL,91179488.15,0.7,11180020
2017,68,BOL,84638332.74,0.707,11344587
2018,68,BOL,90069157.19,0.712,11508368
2019,68,BOL,99407409.95,0.715,11671386
2020,68,BOL,106092097.0,0.691,11816299
2021,68,BOL,85575394.08,0.691,
2022,68,BOL,53898652.8,0.698,
2023,68,BOL,61683073.1,,
2013,76,BRA,7067907695.0,0.75,198478299
2014,76,BRA,4437758891.0,0.753,200085127
2015,76,BRA,5724747542.0,0.752,201675532
2016,76,BRA,4109623784.0,0.753,203218114
2017,76,BRA,4980607185.0,0.758,204703445
2018,76,BRA,4503645570.0,0.762,206107261
2019,76,BRA,7783184371.0,0.764,207455459
2020,76,BRA,6473741436.0,0.758,208660842
2021,76,BRA,4834554641.0,0.756,
2022,76,BRA,13896847184.0,0.76,
2023,76,BRA,14975111759.0,,
2024,76,BRA,9397882039.0,,
2013,52,BRB,114495.0,0.793,277665
2014,52,BRB,42293.0,0.795,278348
2015,52,BRB,13181.0,0.798,278990
2016,52,BRB,9835.0,0.801,279598
2017,52,BRB,17559.5,0.803,280171
2018,52,BRB,12560.0,0.804,280711
2019,52,BRB,42854.0,0.806,281207
2020,52,BRB,23117.0,0.803,281698
2021,52,BRB,65391.5,0.803,
2022,52,BRB,50638.5,0.809,
2023,52,BRB,48602.0,,
2013,96,BRN,1135.0,0.835,411202
2014,96,BRN,8165.0,0.834,416750
2015,96,BRN,5294.0,0.832,422212
2016,96,BRN,55988.0,0.83,427564
2017,96,BRN,148783.129,0.829,432772
2018,96,BRN,1879229.12,0.826,437810
2019,96,BRN,188953.41,0.827,442680
2020,96,BRN,35899.74,0.827,447404
2021,96,BRN,241610.01,0.824,
2022,96,BRN,2768.108,0.823,
2023,96,BRN,249323.612,,
2013,72,BWA,17128590.68,0.676,2140682
2014,72,BWA,655701.209,0.683,2172044
2015,72,BWA,496156.051,0.688,2203273
2016,72,BWA,1104526.0,0.697,2234776
2017,72,BWA,1058212.791,0.705,2266747
2018,72,BWA,1373789.932,0.7,2299141
2019,72,BWA,1098427.979,0.703,2332083
2020,72,BWA,1765135.603,0.701,2365894
2021,72,BWA,3063563.035,0.68,
2022,72,BWA,1903579.352,0.708,
2023,72,BWA,839478.162,,
2015,140,CAF,256296.0,0.367,4629320
2013,124,CAN,8072446257.0,0.923,35080992
2014,124,CAN,8753949989.0,0.925,35434066
2015,124,CAN,7335450157.0,0.927,35704498
2016,124,CAN,5620629965.0,0.928,36110803
2017,124,CAN,6276488746.0,0.929,36545075
2018,124,CAN,7191924534.0,0.93,37072620
2019,124,CAN,6728156563.0,0.932,37618495
2020,124,CAN,7782295354.0,0.928,38028638
2021,124,CAN,8702794424.0,0.934,
2022,124,CAN,10164285233.0,0.935,
2023,124,CAN,11212703553.0,,
2013,757,CHE,3017179.76,0.947,8089346
2014,757,CHE,6252776.557,0.951,8188649
2015,757,CHE,5458396.998,0.952,8282396
2016,757,CHE,8221159.861,0.954,8373338
2017,757,CHE,5679174.618,0.955,8451840
2018,757,CHE,7834289.411,0.957,8514329
2019,757,CHE,10324029.68,0.96,8575280
2020,757,CHE,10099955.88,0.957,8638167
2021,757,CHE,7618743.445,0.965,
2022,757,CHE,6490498.194,0.967,
2023,757,CHE,6235697.441,,
2013,152,CHL,389822697.4,0.837,17687006
2014,152,CHL,302831529.6,0.841,17864195
2015,152,CHL,114809373.5,0.846,18047625
2016,152,CHL,91909707.28,0.851,18267221
2017,152,CHL,93703259.63,0.854,18558868
2018,152,CHL,103112581.3,0.856,18893191
2019,152,CHL,73831388.78,0.859,19197744
2020,152,CHL,108308342.1,0.849,19370624
2021,152,CHL,103268994.0,0.856,
2022,152,CHL,110645073.4,0.86,
2023,152,CHL,90365482.67,,
2013,156,CHN,513962087.0,0.723,1363240000
2014,156,CHN,445421184.0,0.732,1371860000
2015,156,CHN,321808151.0,0.741,1379860000
2016,156,CHN,429187889.0,0.749,1387790000
2017,156,CHN,669755860.0,0.757,1396215000
2018,156,CHN,950073905.0,0.766,1402760000
2019,156,CHN,1120943611.0,0.775,1407745000
2020,156,CHN,959662739.0,0.781,1411100000
2021,156,CHN,1076267931.0,0.785,
2022,156,CHN,1070328055.0,0.788,
2023,156,CHN,1027506075.0,,
2013,384,CIV,17072057.96,0.48,23939775
2014,384,CIV,19700832.35,0.499,24527395
2015,384,CIV,9457927.243,0.501,25246342
2016,384,CIV,11184190.84,0.506,25989405
2017,384,CIV,22637323.38,0.515,26733372
2018,384,CIV,6929312.526,0.522,27464173
2019,384,CIV,10979373.78,0.529,28193009
2020,384,CIV,20198542.14,0.53,28915449
2021,384,CIV,17528853.1,0.53,
2022,384,CIV,24840402.32,0.534,
2023,384,CIV,21190081.18,,
2013,120,CMR,1989124.0,0.544,21402376
2014,120,CMR,4273568.0,0.553,22059893
2015,120,CMR,6885876.0,0.562,22763414
2016,120,CMR,7025412.0,0.566,23454161
2017,120,CMR,9018602.221,0.574,24128601
2018,120,CMR,18468509.3,0.581,24806383
2019,120,CMR,10225655.37,0.586,25506095
2020,120,CMR,10102214.65,0.585,26210558
2021,120,CMR,19609241.77,0.581,
2015,180,COD,36951.761,0.457,81035531
2016,180,COD,128006.443,0.466,83956415
2017,180,COD,1240875.545,0.469,87083398
2018,180,COD,91396.438,0.474,90047644
2019,180,COD,229818.215,0.476,92947442
2020,180,COD,67522.795,0.477,95989998
2021,180,COD,1278.549,0.475,
2022,180,COD,2548.111,0.481,
2014,178,COG,652.412,0.609,4975880
2016,178,COG,42175.25,0.606,5222536
2018,178,COG,146080.975,0.603,5483118
2019,178,COG,46090.514,0.596,5616661
2020,178,COG,570879.1,0.598,5752791
2021,178,COG,5773.59,0.598,
2022,178,COG,23372.481,0.593,
2013,170,COL,11750668.0,0.75,46151584
2014,170,COL,21911137.0,0.755,46565429
2015,170,COL,16402037.0,0.758,46969940
2016,170,COL,15048276.0,0.763,47437512
2017,170,COL,6094369.44,0.765,48131078
2018,170,COL,3650500.32,0.766,49024465
2019,170,COL,4144877.18,0.768,49907985
2020,170,COL,5139389.01,0.756,50629997
2021,170,COL,6034300.68,0.752,
2022,170,COL,3360785.44,0.758,
2023,170,COL,3491155.53,,
2017,132,CPV,25.722,0.668,512893
2019,132,CPV,146014.628,0.667,514104
2021,132,CPV,20439.238,0.65,
2022,132,CPV,16846.615,0.661,
2023,132,CPV,32861.656,,
2013,188,CRI,1759714.0,0.787,4716147
2014,188,CRI,2207919.0,0.79,4767119
2015,188,CRI,2165202.0,0.792,4818038
2016,188,CRI,2906762.0,0.796,4866998
2017,188,CRI,3239131.768,0.8,4913177
2018,188,CRI,2406029.5,0.804,4957818
2019,188,CRI,3876384.35,0.811,4999553
2020,188,CRI,6043612.62,0.811,5034320
2021,188,CRI,7154141.73,0.804,
2022,188,CRI,9352586.3,0.806,
2023,188,CRI,9189129.77,,
2017,192,CUB,759.5,0.764,11247829
2018,192,CUB,1233.29,0.765,11227118
2019,192,CUB,606.0,0.766,11202846
2021,192,CUB,8737.02,0.742,
2017,531,CUW,601735.407,,160175
2018,531,CUW,652623.862,,159336
2019,531,CUW,632286.05,,157441
2020,531,CUW,674022.083,,154947
2022,136,CYM,228.901,,
2023,136,CYM,0.876,,
2013,196,CYP,2337227.369,0.863,1183895
2014,196,CYP,127443.101,0.867,1201801
2015,196,CYP,183284.891,0.874,1219502
2016,196,CYP,117672.644,0.881,1237112
2017,196,CYP,228944.541,0.891,1254275
2018,196,CYP,92755.67,0.896,1270737
2019,196,CYP,176493.336,0.901,1286671
2020,196,CYP,143924.691,0.9,1302247
2021,196,CYP,958105.991,0.901,
2022,196,CYP,178729.732,0.907,
2023,196,CYP,173840.962,,
2013,203,CZE,668943730.0,0.884,10514272
2014,203,CZE,754831215.0,0.889,10525347
2015,203,CZE,675009361.0,0.891,10546059
2016,203,CZE,667599667.0,0.894,10566332
2017,203,CZE,673101923.0,0.896,10594438
2018,203,CZE,575689936.0,0.893,10629928
2019,203,CZE,514122012.0,0.896,10671870
2020,203,CZE,699650992.0,0.891,10697858
2021,203,CZE,891784832.0,0.891,
2022,203,CZE,1090156368.0,0.895,
2023,203,CZE,1007776946.0,,
2013,276,DEU,4324986212.0,0.938,80645605
2014,276,DEU,3851432623.0,0.942,80982500
2015,276,DEU,3405690909.0,0.941,81686611
2016,276,DEU,2848076412.0,0.941,82348669
2017,276,DEU,2410357548.0,0.944,82657002
2018,276,DEU,1978064962.0,0.946,82905782
2019,276,DEU,1951607881.0,0.951,83092962
2020,276,DEU,3018131760.0,0.948,83160871
2021,276,DEU,3313365299.0,0.948,
2022,276,DEU,3792748922.0,0.95,
2023,276,DEU,3369395771.0,,
2021,262,DJI,291640858.6,0.512,
2022,262,DJI,298579700.5,0.515,
2023,262,DJI,268150909.2,,
2017,212,DMA,14258.966,0.709,68496
2021,212,DMA,219.629,0.737,
2022,212,DMA,250.37,0.74,
2023,212,DMA,6.667,,
2013,208,DNK,508460429.0,0.933,5614932
2014,208,DNK,454753492.0,0.932,5643475
2015,208,DNK,485256958.0,0.936,5683483
2016,208,DNK,336767753.3,0.943,5728010
2017,208,DNK,413160248.0,0.944,5764980
2018,208,DNK,310670048.2,0.942,5793636
2019,208,DNK,293605910.3,0.946,5814422
2020,208,DNK,361286924.7,0.946,5831404
2021,208,DNK,430409388.6,0.947,
2022,208,DNK,407668666.0,0.952,
2023,208,DNK,504833081.5,,
2013,214,DOM,6620565.0,0.722,10193833
2014,214,DOM,18930764.84,0.728,10315528
2015,214,DOM,20589602.01,0.739,10434829
2016,214,DOM,20024780.76,0.759,10551430
2017,214,DOM,14257687.02,0.761,10666843
2018,214,DOM,24733096.23,0.763,10782053
2019,214,DOM,15352363.97,0.765,10894043
2020,214,DOM,3339462.75,0.76,11008300
2021,214,DOM,902183.202,0.756,
2022,214,DOM,1783266.864,0.766,
2023,214,DOM,4385068.545,,
2013,12,DZA,65473.0,0.729,38414171
2014,12,DZA,31632.0,0.732,39205031
2015,12,DZA,4281.0,0.736,40019529
2016,12,DZA,12546.0,0.738,40850721
2017,12,DZA,44722.13,0.738,41689299
2013,218,ECU,35223868.0,0.755,15807128
2014,218,ECU,16816723.0,0.759,16035124
2015,218,ECU,7288515.0,0.764,16266225
2016,218,ECU,5804111.0,0.761,16505139
2017,218,ECU,5540553.32,0.762,16759519
2018,218,ECU,23046440.55,0.761,17049547
2019,218,ECU,25966144.52,0.758,17340021
2020,218,ECU,37627333.28,0.734,17546065
2021,218,ECU,16185477.89,0.746,
2022,218,ECU,31622677.6,0.765,
2023,218,ECU,6566330.3,,
2013,818,EGY,205653109.0,0.684,95333553
2014,818,EGY,35069502.0,0.688,97528654
2015,818,EGY,82730547.99,0.695,99597342
2016,818,EGY,31763025.24,0.702,101644589
2017,818,EGY,2939696.283,0.709,103696057
2018,818,EGY,7601254.783,0.717,105682094
2019,818,EGY,5299040.953,0.724,107553158
2020,818,EGY,5049718.858,0.729,109315124
2021,818,EGY,7042744.266,0.726,
2022,818,EGY,14356990.0,0.728,
2023,818,EGY,12503812.12,,
2013,724,ESP,597783957.1,0.88,46604197
2014,724,ESP,531588812.9,0.884,46460733
2015,724,ESP,461805676.0,0.889,46422303
2016,724,ESP,401375607.8,0.894,46458139
2017,724,ESP,412865461.4,0.896,46571232
2018,724,ESP,481519721.7,0.899,46782011
2019,724,ESP,502860836.5,0.904,47118501
2020,724,ESP,553390632.2,0.894,47359424
2021,724,ESP,533052338.8,0.904,
2022,724,ESP,617532478.8,0.911,
2023,724,ESP,453745090.6,,
2013,233,EST,123173688.0,0.881,1317997
2014,233,EST,114298594.0,0.879,1314545
2015,233,EST,158631108.0,0.883,1315407
2016,233,EST,117539247.9,0.884,1315790
2017,233,EST,172301366.1,0.886,1317384
2018,233,EST,124488007.6,0.89,1321977
2019,233,EST,220573870.9,0.893,1326898
2020,233,EST,244323674.6,0.891,1329522
2021,233,EST,202676187.9,0.89,
2022,233,EST,311188449.4,0.899,
2023,233,EST,237238840.1,,
2013,231,ETH,4251174.827,0.437,98438751
2014,231,ETH,17711033.16,0.445,101115610
2015,231,ETH,8232986.39,0.455,103867135
2016,231,ETH,4678198.057,0.465,106718162
2017,231,ETH,12021619.94,0.472,109666481
2018,231,ETH,1425753.399,0.479,112664152
2019,231,ETH,700927.24,0.485,115737383
2020,231,ETH,5297668.84,0.489,118917671
2021,231,ETH,11639516.37,0.489,
2022,231,ETH,7235752.802,0.492,
2023,231,ETH,3470476.058,,
2013,246,FIN,174062496.0,0.926,5438972
2014,246,FIN,212447066.0,0.928,5461512
2015,246,FIN,162855795.0,0.93,5479531
2016,246,FIN,131502974.0,0.931,5495303
2017,246,FIN,123431999.4,0.934,5508214
2018,246,FIN,94674696.6,0.936,5515525
2019,246,FIN,134505751.9,0.939,5521606
2020,246,FIN,160311634.6,0.939,5529543
2021,246,FIN,117834925.7,0.941,
2022,246,FIN,87296439.34,0.942,
2023,246,FIN,136243999.3,,
2013,242,FJI,833939.0,0.712,916352
2014,242,FJI,679873.0,0.715,917585
2015,242,FJI,1165937.608,0.716,918578
2016,242,FJI,562748.614,0.721,919166
2017,242,FJI,462936.825,0.728,918759
2018,242,FJI,497778.728,0.731,917180
2019,242,FJI,555168.913,0.73,914899
2020,242,FJI,526158.406,0.722,914963
2021,242,FJI,1525513.911,0.715,
2022,242,FJI,2606697.456,0.729,
2023,242,FJI,2829447.669,,
2013,251,FRA,10862257986.0,0.888,65997932
2014,251,FRA,8970659000.0,0.892,66312067
2015,251,FRA,7990681128.0,0.893,66548272
2016,251,FRA,6206352659.0,0.896,66724104
2017,251,FRA,5592713026.0,0.899,66918020
2018,251,FRA,7284172862.0,0.903,67158348
2019,251,FRA,7405903929.0,0.905,67382061
2020,251,FRA,7796424068.0,0.9,67601110
2021,251,FRA,8339355514.0,0.906,
2022,251,FRA,11875899876.0,0.91,
2023,251,FRA,8186364780.0,,
2013,266,GAB,61582.865,0.678,1913059
2014,266,GAB,73.67,0.687,1978399
2015,266,GAB,2403.172,0.692,2040989
2016,266,GAB,1221.34,0.696,2100306
2017,266,GAB,1375.561,0.699,2156900
2018,266,GAB,1886.41,0.699,2212318
2019,266,GAB,3391.151,0.702,2267706
2020,266,GAB,17705.667,0.704,2322539
2021,266,GAB,4705864.025,0.687,
2022,266,GAB,38294.035,0.693,
2023,266,GAB,4398.415,,
2013,826,GBR,488537506.0,0.923,64139000
2014,826,GBR,702098980.0,0.924,64620000
2015,826,GBR,859852073.0,0.923,65088000
2016,826,GBR,944623786.0,0.926,65607000
2017,826,GBR,454271688.5,0.929,65966000
2018,826,GBR,410559055.4,0.928,66289000
2019,826,GBR,741248615.7,0.933,66631000
2020,826,GBR,564379313.1,0.92,66744000
2021,826,GBR,392747618.8,0.931,
2022,826,GBR,818720462.2,0.94,
2023,826,GBR,808977877.8,,
2013,268,GEO,62064124.0,0.784,3717668
2014,268,GEO,20370173.46,0.793,3719414
2015,268,GEO,5362489.65,0.798,3725276
2016,268,GEO,3656117.48,0.802,3727505
2017,268,GEO,5653760.15,0.807,3728004
2018,268,GEO,5014290.51,0.816,3726549
2019,268,GEO,3377775.91,0.816,3720161
2020,268,GEO,1265771.85,0.807,3722716
2021,268,GEO,2901794.12,0.809,
2022,268,GEO,2548616.08,0.814,
2023,268,GEO,1566977.357,,
2013,288,GHA,467609.0,0.587,27386193
2014,288,GHA,4003336.907,0.582,28041592
2015,288,GHA,639174.918,0.586,28696068
2016,288,GHA,554203.0,0.586,29356742
2017,288,GHA,468671.294,0.585,30008354
2018,288,GHA,382135.643,0.589,30637585
2019,288,GHA,110989.878,0.599,31258945
2021,288,GHA,503479.122,0.6,
2022,288,GHA,1071725.373,0.602,
2023,288,GHA,3415242.111,,
2013,324,GIN,104145.0,0.43,11191873
2014,324,GIN,324010.0,0.436,11472924
2015,324,GIN,1816907.0,0.449,11767070
2016,324,GIN,3691585.0,0.466,12073030
2013,270,GMB,94802.582,0.461,2103820
2014,270,GMB,371057.388,0.462,2164528
2015,270,GMB,105773.535,0.467,2224529
2016,270,GMB,85.874,0.472,2283769
2017,270,GMB,1398.96,0.477,2342189
2018,270,GMB,20575.952,0.483,2399632
2020,270,GMB,48688.542,0.492,2515733
2021,270,GMB,3726980.58,0.49,
2015,624,GNB,180200.0,0.47,1786457
2013,300,GRC,154581991.0,0.874,10965211
2014,300,GRC,235388711.0,0.879,10892413
2015,300,GRC,122412105.0,0.881,10820883
2016,300,GRC,221848326.0,0.877,10775971
2017,300,GRC,140612505.2,0.88,10754679
2018,300,GRC,156699525.7,0.886,10732882
2019,300,GRC,143378465.6,0.89,10721582
2020,300,GRC,167510828.6,0.887,10698599
2021,300,GRC,294157756.4,0.887,
2022,300,GRC,312937136.1,0.893,
2023,300,GRC,302442149.6,,
2015,308,GRD,15932.206,0.786,114676
2021,308,GRD,102050.741,0.788,
2022,308,GRD,11.481,0.793,
2014,304,GRL,869.38,,56295
2013,320,GTM,5696253.0,0.623,15387337
2014,320,GTM,2565198.0,0.64,15681725
2015,320,GTM,3615562.0,0.629,15971743
2016,320,GTM,3780186.0,0.633,16268760
2017,320,GTM,2103883.0,0.636,16567357
2018,320,GTM,2030565.0,0.64,16845685
2019,320,GTM,1689169.0,0.645,17103803
2020,320,GTM,1958620.0,0.638,17357325
2021,320,GTM,4158872.0,0.63,
2022,320,GTM,12125523.0,0.629,
2023,320,GTM,12423820.0,,
2013,328,GUY,239038591.0,0.674,750021
2014,328,GUY,247647128.0,0.682,754229
2015,328,GUY,219576773.2,0.686,758781
2016,328,GUY,169314967.0,0.693,763548
2017,328,GUY,188381935.6,0.699,768479
2018,328,GUY,188463445.9,0.704,791556
2019,328,GUY,224419909.4,0.711,807665
2020,328,GUY,490005007.1,0.727,807481
2021,328,GUY,405747156.3,0.721,
2022,328,GUY,394132236.4,0.742,
2023,328,GUY,240683700.4,,
2013,344,HKG,15471555.0,0.928,7178900
2014,344,HKG,15174963.0,0.932,7229500
2015,344,HKG,15163446.46,0.936,7291300
2016,344,HKG,14789227.29,0.939,7336600
2017,344,HKG,14987360.55,0.946,7393200
2018,344,HKG,18662987.28,0.949,7452600
2019,344,HKG,17235032.94,0.953,7507900
