year,country_code,country_code_letter,HDI_value,dollar_per_capita,_x_orig,_y_orig,_x_scaled,_y_scaled,cluster
2016,328,GUY,0.693,221.75,221.75,0.693,0.5444070063530441,0.41496598639455784,0
2017,328,GUY,0.699,245.14,245.14,0.699,0.6045680187247615,0.4285714285714286,0
2018,328,GUY,0.704,238.09,238.09,0.704,0.5864348362869416,0.4399092970521543,0
2019,328,GUY,0.711,277.86,277.86,0.711,0.6887265618971682,0.45578231292517013,0
2013,191,HRV,0.839,34.94,34.94,0.839,0.06391625299004604,0.7460317460317463,1
2014,191,HRV,0.842,30.59,30.59,0.842,0.05272769361351887,0.7528344671201816,1
2015,191,HRV,0.844,37.72,37.72,0.844,0.07106664266056226,0.7573696145124718,1
2016,191,HRV,0.85,40.4,40.4,0.85,0.07795982406954911,0.7709750566893425,1
2017,191,HRV,0.855,43.19,43.19,0.855,0.08513593456621826,0.7823129251700682,1
2018,191,HRV,0.86,55.91,55.91,0.86,0.11785282543275288,0.7936507936507939,1
2019,191,HRV,0.866,60.09,60.09,0.866,0.12860413076468016,0.8072562358276647,1
2020,191,HRV,0.86,93.83,93.83,0.86,0.21538619820468632,0.7936507936507939,1
2013,348,HUN,0.843,176.02,176.02,0.843,0.4267856683556676,0.7551020408163267,0
2014,348,HUN,0.84,164.86,164.86,0.84,0.398081226368991,0.7482993197278913,0
2015,348,HUN,0.839,158.75,158.75,0.839,0.382365801589547,0.7460317460317463,0
2016,348,HUN,0.843,134.81,134.81,0.843,0.3207901437794182,0.7551020408163267,0
2017,348,HUN,0.846,177.38,177.38,0.846,0.43028370071246685,0.7619047619047621,0
2018,348,HUN,0.85,141.43,141.43,0.85,0.33781733069266184,0.7709750566893425,0
2019,348,HUN,0.854,154.17,154.17,0.854,0.3705856632115023,0.7800453514739232,0
2020,348,HUN,0.849,189.18,189.18,0.849,0.4606342755729314,0.7687074829931975,0
2013,380,ITA,0.88,13.41,13.41,0.88,0.008539314282774765,0.8390022675736963,1
2014,380,ITA,0.882,15.16,15.16,0.882,0.013040458859538567,0.8435374149659867,1
2015,380,ITA,0.881,15.15,15.15,0.881,0.013014738033385636,0.8412698412698414,1
2016,380,ITA,0.886,12.96,12.96,0.886,0.007381877105892647,0.8526077097505673,1
2017,380,ITA,0.889,14.18,14.18,0.889,0.010519817896550838,0.8594104308390025,1
2018,380,ITA,0.894,12.3,12.3,0.894,0.005684302579798867,0.8707482993197282,1
2019,380,ITA,0.899,12.08,12.08,0.899,0.005118444404434271,0.8820861678004539,1
2020,380,ITA,0.892,14.0,14.0,0.892,0.010056843025797988,0.8662131519274381,1
2013,398,KAZ,0.789,76.22,76.22,0.789,0.17009182334936598,0.63265306122449,2
2014,398,KAZ,0.794,63.71,63.71,0.794,0.13791506983204302,0.6439909297052158,2
2015,398,KAZ,0.799,46.04,46.04,0.799,0.09246637001980504,0.6553287981859413,2
2016,398,KAZ,0.797,44.49,44.49,0.797,0.08847964196609995,0.6507936507936511,2
2017,398,KAZ,0.802,44.38,44.38,0.802,0.08819671287841765,0.6621315192743766,2
2018,398,KAZ,0.804,68.9,68.9,0.804,0.15126417860541683,0.666666666666667,2
2019,398,KAZ,0.81,70.16,70.16,0.81,0.15450500270068673,0.6802721088435377,2
2020,398,KAZ,0.806,70.35,70.35,0.806,0.15499369839759253,0.6712018140589573,2
2013,116,KHM,0.554,16.66,16.66,0.554,0.016898582782478976,0.09977324263038567,3
2014,116,KHM,0.559,15.08,15.08,0.559,0.01283469225031508,0.11111111111111138,3
2015,116,KHM,0.564,18.28,18.28,0.564,0.021065356619254617,0.12244897959183665,3
2016,116,KHM,0.573,19.34,19.34,0.573,0.023791764191465833,0.1428571428571428,3
2017,116,KHM,0.581,21.26,21.26,0.581,0.028730162812829554,0.16099773242630389,3
2018,116,KHM,0.588,25.27,25.27,0.588,0.03904421410015689,0.1768707482993197,3
2019,116,KHM,0.596,25.59,25.59,0.596,0.03986728053705085,0.1950113378684808,3
2020,116,KHM,0.596,28.17,28.17,0.596,0.04650325368450835,0.1950113378684808,3
2013,418,LAO,0.587,13.41,13.41,0.587,0.008539314282774765,0.17460317460317465,3
2015,418,LAO,0.604,11.74,11.74,0.604,0.004243936315234446,0.21315192743764189,3
2017,418,LAO,0.612,11.1,11.1,0.612,0.0025978034414465383,0.23129251700680276,3
2020,418,LAO,0.616,12.28,12.28,0.616,0.005632860927492992,0.2403628117913834,3
2013,440,LTU,0.858,254.07,254.07,0.858,0.6275367164793334,0.7891156462585036,0
2014,440,LTU,0.864,265.29,265.29,0.864,0.6563954834229276,0.8027210884353744,0
2015,440,LTU,0.865,227.14,227.14,0.865,0.5582705316494766,0.8049886621315194,0
2016,440,LTU,0.87,228.43,228.43,0.87,0.5615885182232054,0.8163265306122451,0
2017,440,LTU,0.878,246.51,246.51,0.878,0.6080917719077137,0.834467120181406,0
2018,440,LTU,0.882,175.12,175.12,0.882,0.42447079400190335,0.8435374149659867,0
2019,440,LTU,0.886,294.84,294.84,0.886,0.7324005247048535,0.8526077097505673,0
2020,440,LTU,0.88,398.88,398.88,0.88,1.0,0.8390022675736963,0
